url,brand,discovered,confidence_level,ip,domain,sld,category,registrar,registration_date
"http://websiteid.*******.id/?user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.75+Safari/",WhatsApp,12/23/2023 12:35,100,103.219.251.246,*******.id,id,phishing,PT JC Indonesia,8/11/2022
https://kejari-ketapang.*********.go.id/buka-bersama-dalam-rangka-peringatan-hari-jadi-kabupaten-ketapang-ke-606-tahun-2024/,judi online,8/5/2024 19:25,100,202.157.188.107,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://mail.*********.id/js/pages/hallc/login.php,microsoft,6/20/2023 11:00,90,68.183.183.96,*********.id,id,phishing,PT Jagoan Hosting Indonesia,11/22/2019
https://lnstgramm.*******.my.id/,Instagram,5/27/2024 9:20,100,,*******.my.id,my.id,phishing,PT JC Indonesia,3/27/2026
https://sipp.*****************.go.id/system/core/apk/?ongoogle=nikmat4d,-,8/3/2024 5:02,100,103.217.209.85,*****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/9/2009
http://*********.id/wp-content/plugins/jet-engine/assets/js,,6/17/2024 9:39,100,194.163.41.146,*********.id,id,malware,PT Web Commerce Communications,6/14/2022
https://sidamulya-wanareja.**********.go.id/wp-includes/get/?cartel=dubai888,-,8/4/2024 11:40,100,104.26.8.176,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/12/2005
https://baitulmal.************.go.id/?MENYALAABANGKUH=website+slot+gacor,judi online,8/5/2024 9:49,100,123.108.101.18,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/5/2008
https://prokopim.*******.go.id/tag/pemkab-belu/page/28/?date=2023-2-13&t=mini,-,8/3/2024 2:53,100,103.253.213.49,*******.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/28/2006
https://dinaskesehatan.*********.go.id/,-,8/4/2024 2:43,100,103.80.81.149,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/4/2007
https://newsslink23ancpu.*****.my.id/,WhatsApp,2/21/2024 22:51,100,,*****.my.id,my.id,phishing,PT JC Indonesia,8/20/2026
https://*************.go.id/Raja/?link=SLOT+HITAM+GIGAGAMING,-,8/4/2024 0:25,100,,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
https://koleksi-video-natasya-bella-group-telegram-melayu-luca.******.my.id/,Telegram,1/7/2024 9:13,100,172.67.141.1,******.my.id,my.id,phishing,PT Web Commerce Communications,
https://link.*********.biz.id/dana_otp/,,12/5/2022 0:00,100,,*********.biz.id,biz.id,phishing,PT Registrasi Neva Angkasa,11/6/2025
https://***.ponpes.id/?link=slot-gacor-maxwin-terbaru,-,8/2/2024 23:13,100,157.245.192.142,***.ponpes.id,ponpes.id,online gambling,PT Registrasi Neva Angkasa,6/5/2024
https://rsudtelukkuantan.********.go.id/themes/frontend/slotgacor/,-,8/3/2024 12:44,100,103.94.251.134,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://*********.id/products/maxwin/urls.php?temp=05392211843,,3/20/2024 2:52,100,103.134.153.80,*********.id,id,phishing,PT Aksara Data Digital,11/17/2016
https://pps.*****.ac.id/wp-content/plis/naik/slot/?gacor=GAME%20ONLINE%20JUDI%20SLOT,-,8/1/2024 23:03,100,156.67.212.237,*****.ac.id,ac.id,online gambling,PT Digital Registra Indonesia,1/19/2023
http://fairplans.**********.go.id/images/?gamez=JUDI%20TEMBAK%20IKAN%20ASKMESLOT,-,8/2/2024 14:55,100,103.148.195.73,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/20/2008
https://dna1dd.*****.my.id/,DANA,6/29/2024 18:41,100,,*****.my.id,my.id,phishing,PT Registrasi Nama Domain,11/27/2025
https://bappeda.**********.go.id/pelatihan-penguatan-kapasitas-sdm-bagi-pengelola-dan-pendamping-tenant/,-,8/4/2024 14:15,100,103.107.245.255,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/1/2009
http://hsoslsv-bsjk.***.my.id/,Coda Payments,3/3/2024 1:48,100,,***.my.id,my.id,phishing,PT JC Indonesia,8/13/2025
https://********.id/,-,6/17/2024 13:14,100,172.67.196.45,********.id,id,online gambling,PT Jagat Informasi Solusi (int),5/20/2026
https://siapujian.********.go.id/pujian/bri4d/,-,8/5/2024 7:37,100,103.107.245.198,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://secureweb.app.dasbhoard.manager.add.***************.sch.id/index?1211=,,1/26/2024 14:00,100,103.123.62.66,***************.sch.id,sch.id,phishing,PT Cloud Hosting Indonesia,8/20/2018
http://bantua-customer-danaa.********.my.id/,DANA,6/24/2024 9:15,100,,********.my.id,my.id,phishing,PT Digital Registra Indonesia,7/21/2026
http://dppr.**********.go.id/assets/scripts/?dpp=judi+slot+online,-,8/3/2024 1:13,100,103.144.82.1,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://****************.id/on-line-ports-ireland-2024-finest-slots-in-ireland/,-,8/4/2024 9:58,100,104.21.51.243,****************.id,id,online gambling,PT Web Media Technology Indonesia,5/7/2025
****.net.id,,1/16/2024 0:00,100,202.73.99.8,****.net.id,net.id,spam,PANDI Registrar Net ID,7/3/2007
https://slot-gampang-jp.*******.go.id/,-,8/3/2024 16:42,100,185.184.68.130,*******.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,9/29/2012
https://**********.id/?shop=daftar-nama-situs-judi-slot-online-link-paling-gacor-2024,-,8/2/2024 13:52,100,74.50.66.174,**********.id,id,online gambling,PT Jagat Informasi Solusi (int),11/17/2025
https://secure-login-page-activity.*****.id/,Facebook,2/17/2024 15:44,100,185.148.241.162,*****.id,id,phishing,PT Jagat Informasi Solusi (int),11/30/2024
https://sapi-jjseeds.*************.id/,Facebook,6/18/2023 8:18,100,172.67.160.198,*************.id,id,phishing,PT Infinys System Indonesia,10/7/2015
http://www.****.my.id/kekosongan/27/permohonan.php,Generic/Spear Phishing,5/8/2024 20:28,100,103.134.152.4,****.my.id,my.id,phishing,PT JC Indonesia,6/13/2026
https://pptq.**********.ponpes.id/img/wdbos/,-,8/2/2024 10:34,100,109.106.253.136,**********.ponpes.id,ponpes.id,online gambling,PT Digital Registra Indonesia,10/8/2021
https://****************.go.id/slotmaxwins1986/?shop=pg-maxwin,-,8/3/2024 12:14,100,109.123.235.48,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/9/2010
*********.id,,8/2/2024 4:00,100,66.29.153.239,*********.id,id,other,PT Jagoan Hosting Indonesia,5/21/2026
https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=petarung303,judi online,8/5/2024 20:52,100,103.162.68.84,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/11/2009
http://*********.go.id/website/?link=SLOT%20WEB%20GACOR,judi online,8/6/2024 7:51,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
https://www.sipp311.***********.go.id/?manyao=daftar%20akun%20judi%20slot%20online,-,8/5/2024 5:31,100,103.180.162.165,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/16/2010
https://www.*******.id/Chase.com/myaccount/signin/auth.php?country_x=3D&loc=,chase,1/15/2022 12:00,90,20.124.129.39,*******.id,id,phishing,PT Web Media Technology Indonesia,2/4/2026
https://dpmptsp.*********.go.id/petapotensi/database/stores/?slot=superheboh88,judi online,8/5/2024 20:46,100,103.162.68.84,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/11/2009
http://********.id/pdxvlfykql.html?iHBFdXEaZ%24%2ADFCYGvbHUbNIInOn0nIIuhBgvvgfcf%2Ad%24EzXrdFCgvHBGVfcD,,3/13/2021 9:49,100,103.253.212.91,********.id,id,phishing,PT JC Indonesia,6/9/2023
https://bima.****************.go.id/?panel=MPO700,-,6/23/2024 20:15,100,103.20.190.60,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/23/2018
http://freffsp17hzgvqpk.****.biz.id/freespin/,Garena,2/28/2024 21:55,100,172.67.177.102,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
https://**************.id/,-,8/4/2024 17:04,100,104.21.37.189,**************.id,id,online gambling,PT Jagat Informasi Solusi (int),5/29/2024
https://***********.sch.id/wp-content/news/?slot=demo-slot-5lion,-,8/3/2024 13:48,100,104.21.58.96,***********.sch.id,sch.id,online gambling,  PT DIGITAL REGISTRA INDONESIA  ,1/27/2026
https://sipp.*****************.go.id/system/core/apk/?ongoogle=receh168,-,8/3/2024 5:08,100,103.217.209.85,*****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/9/2009
https://*******.id/wp-admin/,m&tbank,5/3/2022 11:00,90,104.21.6.147,*******.id,id,phishing,PT Jagat Informasi Solusi (int),7/30/2026
https://siapujian.********.go.id/pujian/slot303/,-,8/5/2024 7:36,100,103.107.245.198,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://web.organisasi.**************.go.id/link/?web=SITUS%20SLOT%20ONLINE%20DEPOSIT%20BCA,-,8/2/2024 23:38,100,103.146.203.123,**************.go.id,go.id,online gamblingg,Kementerian Komunikasi dan Informatika,5/10/2000
http://www.fb.***********.co.id/,Facebook,6/4/2024 21:00,100,103.134.152.12,***********.co.id,co.id,phishing,PT Cloud Hosting Indonesia,10/17/2018
https://************.id/yt/broad/identification.php?id=85271068,British Telecom,11/8/2022 6:30,90,,************.id,id,phishing,PT Digital Registra Indonesia,3/8/2020
https://**********.go.id/images/data/?data=grup+wa+judi+slot,-,8/5/2024 2:32,100,180.235.151.69,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,12/14/2009
https://***************.go.id/2-uncategorised/926-monev-atas-rencana-aksi-perjanjian-kinerja-tw-ii-tahun-2024,judi online,8/6/2024 11:27,100,103.102.0.117,***************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/17/2012
http://***.id/public/12gaz,,9/30/2023 5:03,100,172.104.190.111,***.id,id,phishing,PT Digital Registra Indonesia,7/22/2020
http://pk.******.id/,Office365,4/18/2024 3:00,100,103.55.39.44,******.id,id,phishing,PT Web Media Technology Indonesia,10/1/2025
https://**********.id/category/casino/,judi online,8/6/2024 1:27,100,104.21.41.101,**********.id,id,online gambling,PT Jagat Informasi Solusi (int),1/6/2026
https://********.id/xyz/onedrive/,microsoft,4/5/2022 11:00,90,45.130.230.167,********.id,id,phishing,PT JC Indonesia,4/15/2020
https://klaim-bonus-daget.***.biz.id/,DANA,3/2/2024 20:44,100,,***.biz.id,biz.id,phishing,PT Registrasi Neva Angkasa,5/26/2025
https://***********.my.id/281691579432/,Facebook,5/19/2024 19:46,100,,***********.my.id,my.id,phishing,PT JC Indonesia,2/26/2026
http://web.organisasi.**************.go.id/link/?web=pola%20slot%20gacor%20zeus,-,8/2/2024 23:36,100,103.146.203.123,**************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://admin.*************.co.id/uploads/757899490/fbck.php/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm/uploads/757899490/2fa.htm,Facebook,4/23/2024 23:34,100,203.175.9.149,*************.co.id,co.id,phishing,PT Digital Registra Indonesia,7/14/2021
****************.id,,8/2/2024 4:00,100,,****************.id,id,other,PT Jagat Informasi Solusi (int),5/10/2025
https://dalam.*****.my.id/index.php/,Generic/Spear Phishing,4/7/2024 19:51,100,104.21.84.223,*****.my.id,my.id,phishing,PT Web Media Technology Indonesia,8/8/2025
https://www.***.go.id/id/umum/38-dalam-negeri/36779-kpi-pusat-sabet-penghargaan-dari-kppn-jakarta-i?detail3=22423,-,8/4/2024 17:59,100,36.66.195.53,***.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/21/2006
https://*********.id/products/maxwin/urls.php?temp=55417732969,,3/19/2024 23:37,100,103.134.153.80,*********.id,id,phishing,PT Aksara Data Digital,11/17/2016
https://*********.id/,-,8/4/2024 7:30,100,67.223.118.13,*********.id,id,online gambling,PT Jagoan Hosting Indonesia,5/21/2026
https://dpmptsp.************.go.id/index.php/galeri-foto/11-galeri/21-mei,-,8/4/2024 17:14,100,114.6.246.235,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/17/2011
https://siborang.************.ac.id/situs-toto/,-,7/3/2024 2:14,100,,************.ac.id,ac.id,online gambling,PT Digital Registra Indonesia,11/27/2015
http://******.my.id/2025/,Facebook,5/6/2024 14:41,100,,******.my.id,my.id,phishing,PT Registrasi Neva Angkasa,6/7/2025
http://lucah111.***********.my.id/,Telegram,5/30/2024 22:26,100,,***********.my.id,my.id,phishing,PT Web Media Technology Indonesia,5/14/2026
https://*************.go.id/Raja/?link=POLA777+TOGEL+SERVER+Cambodia,-,8/4/2024 0:25,100,,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
http://cdshzchbxi2c67.***.my.id/view/free-fire/,Coda Payments,3/16/2024 21:37,100,104.21.67.236,***.my.id,my.id,phishing,PT Registrasi Neva Angkasa,5/2/2026
http://www.pangkalpinang.************.go.id/.well-known/pki-validation/PDN/code/?games=judi+bola+online+macaubet,judi online,8/5/2024 15:36,100,45.64.98.218,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
**********.id,,8/2/2024 4:00,100,,**********.id,id,other,PT Jagat Informasi Solusi (int),12/29/2025
https://danaid-goto-ufdate.******.biz.id/,DANA,5/14/2024 5:37,100,,******.biz.id,biz.id,phishing,PT JC Indonesia,7/30/2025
https://mail.************.go.id/layanan-hukum/pos-bantuan-hukum-posbakum/107-layanan-hukum/layanan-hukum-bagi-masyarakat-kurang-mampu/110-prosedur,-,8/3/2024 15:58,100,185.184.68.130,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/12/2013
https://*************.go.id/rakor/.well-known/?tpu=JUDI+GACOR+HARI+INI,-,8/3/2024 10:53,100,119.82.227.201,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/30/2012
https://***********.sch.id/wp-content/news/?slot=situs-slot-bola,-,8/3/2024 13:39,100,104.21.58.96,***********.sch.id,sch.id,online gambling,PT Digital Registra Indonesia,1/27/2026
*********.id,,8/2/2024 4:00,100,,*********.id,id,other,PT Jagat Informasi Solusi (int),10/7/2022
http://*********.go.id/website/?link=VIO+SLOT,judi online,8/6/2024 7:55,100,156.67.209.110,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,3/1/2013
https://**********.id/?shop=situs-judi-slot-online-gampang-menang-bonus-new-member-100-mahjong-ways-2-scatter-Emas-demo-slot,-,8/2/2024 13:55,100,74.50.66.174,**********.id,id,online gambling,PT Jagat Informasi Solusi (int),11/17/2025
https://******.id/duta-lotre,-,8/4/2024 3:55,100,139.99.90.231,******.id,id,online gambling,PT Jagat Informasi Solusi (int),3/25/2026
https://bappeda.**********.go.id/e-koor/storage/nenen/?listing=ZEUS+SLOT+ONLINE,-,8/4/2024 16:08,100,103.170.105.197,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/13/2012
http://www.pangkalpinang.************.go.id/.well-known/pki-validation/PDN/code/?games=situs+judi+online+sepak+bola,judi online,8/5/2024 15:26,100,45.64.98.218,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://rescue.********.go.id/fonts/murahnih/,-,8/3/2024 2:20,100,,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://****************.go.id/slotmaxwins1986/?shop=maxwin-mania,-,8/3/2024 12:15,100,109.123.235.48,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/9/2010
https://www.*************.go.id/hukum/2015-05-30-23-16-51/2015-05-30-23-20-36.html,judi online,8/6/2024 8:26,100,104.21.36.254,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/28/2009
https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=dolar138-slot,-,8/4/2024 13:51,100,103.148.45.194,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/27/2006
https://*************.go.id/Raja/?link=WEB+GACOR,-,8/4/2024 0:19,100,194.163.42.25,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
https://makassar.***.go.id/laporan-short-cource-scp-singapore-cooperation-programme/,-,8/4/2024 19:57,100,103.154.81.154,***.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://bpkad.***********.go.id/wp-content/upgrade/?sos=JOKER'S%20JEWELS%20JACKPOT%20PLAY,-,8/4/2024 3:56,100,113.20.30.104,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/29/2011
https://*************.go.id/asda/?lanjut=agen+judi+online+indonesia,-,8/3/2024 11:20,100,217.21.72.35,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/23/2012
http://fairplans.**********.go.id/images/?gamez=CASINO%20EVOLUTION%20GAMING,-,8/2/2024 14:57,100,103.148.195.73,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/20/2008
https://******************.go.id/?page_id=3508,judi online,8/5/2024 15:00,100,154.29.78.27,******************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,1/25/2010
http://gj07-yfsj.***.my.id/,WhatsApp,3/28/2024 19:20,100,,***.my.id,my.id,phishing,PT Registrasi Neva Angkasa,5/2/2026
http://pspt.***.ac.id/fb.security-adsmanager70489736200/,-,8/16/2021 0:00,100,,***.ac.id,ac.id,phishing,PT Aksara Data Digital,5/9/2016
https://*************.go.id/-/garut/?link=DAFTAR+JUDI+SLOT+ONLINE+TERBARU,-,8/4/2024 0:18,100,194.163.42.25,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
http://*********.id,,3/12/2024 22:30,100,139.162.19.114,*********.id,id,Brand,PT Web Commerce Communications,1/11/2022
https://www.sipp311.***********.go.id/?manyao=cara%20daftar%20judi%20slot%20online,-,8/5/2024 5:24,100,103.180.162.165,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/16/2010
*****.co.id,,3/19/2024 0:00,100,49.236.218.6,*****.co.id,co.id,spam,PT Digital Registra Indonesia,11/19/2008
https://panitera.***********.go.id/cuaks/?cr2=337sport,judi online,8/5/2024 21:09,100,103.251.44.248,***********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,2/25/2009
http://pemblokiranakunkbmbjy0.****.biz.id/login/,"Facebook, Inc.",3/26/2024 10:59,100,172.67.177.102,****.biz.id,biz.id,phishing,PT JC Indonesia,8/20/2026
https://newlink2b8zi5u.****.biz.id/,WhatsApp,2/19/2024 12:21,100,,****.biz.id,biz.id,phishing,PT Registrasi Nama Domain,6/17/2026
https://sisumakerpublik.********************.go.id/public/svg/?google=bro888,-,8/4/2024 6:07,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
************.id,,8/2/2024 4:00,100,172.67.181.104,************.id,id,other,PT Jagat Informasi Solusi (int),4/16/2024
https://www.************.go.id/informasi-pengadilan/1418-pelaksanaan-anggaran-bimbingan-teknis-asn-dan-kegiatan-rakernas-tahun-anggaran-2020-ma,-,8/3/2024 15:54,100,185.184.68.130,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/12/2013
https://************.id/slots/playngo,-,8/2/2024 9:20,100,154.83.2.180,************.id,id,online gambling,PT Jagat Informasi Solusi (int),7/20/2024
https://makassar.***.go.id/policy-brief-manajemen-karir-bagi-pejabat-struktural-pasca-penyetaraan-jabatan-administrasi-ke-fungsional-2020/,-,8/4/2024 20:08,1000,103.154.81.154,***.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
https://*********.id/2024/07/01/sejarah-pg-soft/,-,8/4/2024 17:14,100,198.54.120.156,*********.id,id,online gambling,PT Jagat Informasi Solusi (int),6/8/2026
https://siduta.dukcapil.****************.go.id/assets/idn,judi online,8/5/2024 13:31,100,172.67.207.148,****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/17/2006
https://***********.id/2024/06/,judi online,8/6/2024 4:45,100,191.101.228.132,***********.id,id,online gambling,PT Jagat Informasi Solusi (int),12/29/2025
https://***************.go.id/berita/berita-terkini/10-pengumuman/31-permintaan-rekapitulasi-data-aset-berupa-kendaraan-dinas,judi online,8/6/2024 11:31,100,103.102.0.117,***************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/17/2012
http://thp.****.ac.id/tag/detail/selebritis,-,8/3/2024 7:16,100,45.13.133.223,****.ac.id,ac.id,online gambling,PT Web Commerce Communications,3/14/2022
https://kamus.**********.go.id/assets/konten/file/bo-138.shtml,-,8/4/2024 5:37,100,103.123.16.133,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/10/2007
https://office.***********.net.id/images/icon/wdbos/,-,8/1/2024 10:09,100,43.254.125.242,***********.net.id,net.id,Online Gambling,PANDI Registrar Net ID,1/3/2012
https://bkppd.********.go.id/index.php/info/berita/519-disparitas-data-2,-,8/3/2024 6:50,100,192.124.249.111,********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/10/2000
http://perpus-ft.***.ac.id/index.php?subject=%22Manajemen+Mutu%22&search=Search,-,8/3/2024 3:49,100,139.99.90.119,***.ac.id,ac.id,online gambling,PT JC Indonesia,11/23/2012
http://******.my.id/Martin/,Facebook,5/8/2024 12:56,100,,******.my.id,my.id,phishing,PT Registrasi Neva Angkasa,6/7/2025
https://sdnbrebes01.******.id/wp-settings/Robots/config/a1807ba1d970911/login.php?user,netflix,8/2/2022 11:56,100,161.97.135.184,******.id,id,phishing,PT Registrasi Nama Domain,8/17/2018
https://desk915944.*********.biz.id/confirmaccount/re.php,Facebook,3/14/2024 0:51,100,,*********.biz.id,biz.id,phishing,PT Registrasi Nama Domain,11/30/2025
*******.id,,8/2/2024 4:00,100,162.214.110.228,*******.id,id,other,PT Jagat Informasi Solusi (int),4/9/2021
https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=qq-slot-online,-,8/4/2024 13:42,100,103.148.45.194,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/27/2006
https://sisumakerpublik.********************.go.id/public/svg/?google=telewin88,-,8/4/2024 6:16,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
https://www.*************.go.id/berita/2015-05-31-00-20-17.html,judi online,8/6/2024 8:35,100,172.67.201.162,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/28/2009
https://*****************.desa.id/error/?tol=168jackpot,-,7/11/2024 3:30,100,103.163.161.98,*****************.desa.id,desa.id,online gambling,Kementerian Komunikasi dan Informatika,11/19/2021
https://sirendokar.*****.ac.id/public/simple/?a=6&b=6,-,7/25/2024 4:04,100,103.121.159.162,*****.ac.id,ac.id,online gambling,PT JC Indonesia,9/1/1999
https://live-steaming-video-call-melayu-luca1.******.my.id/,Telegram,1/7/2024 18:28,100,172.67.141.1,******.my.id,my.id,phishing,PT Web Commerce Communications,10/17/2024
https://sikop.************.go.id/assets/dist/site/hh/?daftar=pyramid+slot,judi online,8/6/2024 11:01,100,103.225.242.159,************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/26/2013
https://*************.go.id/Raja/?link=SLOT+BET+800+SLOT+POIPET,-,8/4/2024 0:22,100,194.163.42.25,*************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,6/4/2009
https://sisumakerpublik.********************.go.id/public/svg/?google=baywin88,-,8/4/2024 6:19,100,103.113.3.225,********************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,7/28/2009
https://znxwau.******.ac.id/mpo2121/bo177-slot-super-gacor-server-thailand,-,8/3/2024 11:45,100,104.21.4.112,******.ac.id,ac.id,online gambling,PT Jagoan Hosting Indonesia,3/24/2024
http://bw.**********.my.id/.move24/bgshgkr/kysep6fj700ju2taj6tufk4dro.php?0=aHNzb25AdGVzdC5jb20=&.verify??guce_referrer=aHR0cHM6Ly9sb2dpbi55YWhvby5jb20v&guce_referrer_sig=AQAAABA99NmGR9iNQOyU5mI3ASjQfYjcPATD_A8modgjxpNXYNmo8n5zxdi8EZV7GFYPzoSc_RpMz0hYfdCk0OLmxnMB6tpfZnd5ENcxTcI3e56K0Vz3pSL6PoIoDveE6VV6vAiBzqdjcYAbAHdiaf7gx2w9XRGmCh4orbe2VcZO9aN_,Generic/Spear Phishing,1/4/2024 5:39,100,103.59.160.21,**********.my.id,my.id,phishing,PT Digital Registra Indonesia,10/12/2023
https://e-monevpupr.*********.go.id/.well-known/acme-challenge/?panel=slot-kamboja,-,8/4/2024 13:50,100,103.148.45.194,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,4/27/2006
https://sulteng.***.id/js/vip-gacor/,-,7/31/2024 8:55,100,104.21.79.132,***.id,id,Online Gambling,PT Aksara Data Digital,2/18/2015
https://jdih.*****.ac.id/images/job/,-,8/2/2024 9:27,100,83.136.216.239,*****.ac.id,ac.id,online gambling,PT Melvar Lintas Registrar,11/4/2009
http://pgsoft.kesbangpol.*********.go.id/,-,8/4/2024 6:35,100,128.199.203.75,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,8/11/2007
https://desk985139.*********.biz.id/confirmaccount/continue.php,Facebook,3/11/2024 10:39,100,,*********.biz.id,biz.id,phishing,PT Registrasi Nama Domain,11/30/2025
https://kebonagung.**********.go.id/luchshie-prop-kompanii-dlja-trejderov-v-rossii-i/,-,8/3/2024 17:12,100,103.138.10.22,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/30/2008
https://***************.go.id/10-pengumuman/73-seleksi-pemain-tenis-ptwp-daerah-kalimantan-tengah,judi online,8/6/2024 11:24,100,103.102.0.117,***************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,10/17/2012
https://ying77.****.or.id,CGTI,11/14/2023 0:00,50,37.114.37.60,****.or.id,or.id,phishing,PT Aksara Data Digital,9/1/2025
https://dpp.*********.go.id/menyala/?gacor=CHEAT+ENGINE+SLOT+JACKPOT,-,8/3/2024 7:38,100,103.141.238.34,*********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/16/2008
https://**************.id/tag/slot-demo-anti-lag/,-,8/4/2024 10:55,100,172.67.169.23,**************.id,id,online gambling,PT Jagat Informasi Solusi (int),6/1/2024
https://**********.go.id/,-,8/3/2024 17:10,100,103.138.10.22,**********.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,5/30/2008
https://sipp.*****************.go.id/system/core/apk/?ongoogle=black138,-,8/3/2024 5:04,100,103.217.209.85,*****************.go.id,go.id,online gambling,Kementerian Komunikasi dan Informatika,11/9/2009
http://lucah025.***********.my.id/,Telegram,5/8/2024 15:17,100,,***********.my.id,my.id,phishing,PT Web Media Technology Indonesia,5/14/2026
