id,category
PEDAS-ac7e762f1277,phishing
PEDAS-a5e57c04aacf,online gambling
PEDAS-81bb8a0e73c3,online gambling
PEDAS-0e3a06de7e05,phishing
PEDAS-db3d6f53d5c5,online gambling
PEDAS-c0859c37ee2d,online gambling
PEDAS-3b365897c161,phishing
PEDAS-9cf3d7c519d8,online gambling
PEDAS-a4afc752308e,online gambling
PEDAS-c2309607419b,phishing
PEDAS-394a7bad43c0,online gambling
PEDAS-d95afff5ab7f,online gambling
PEDAS-40a87d28fc40,phishing
PEDAS-6dc5116f0a52,phishing
PEDAS-a1a395a777b4,online gambling
PEDAS-6d3b11bf1832,online gambling
PEDAS-a1d2ecfda7db,phishing
PEDAS-3dd7763db4b9,online gambling
PEDAS-172de9792c5b,online gambling
PEDAS-989147ea92fa,spam
PEDAS-f2cb309711fe,online gambling
PEDAS-b805e7f22039,phishing
PEDAS-f9c3aee1c0ff,online gambling
PEDAS-b19b85754f2a,online gambling
PEDAS-52ca073fb780,online gambling
PEDAS-370e1ba4447b,online gambling
PEDAS-308350b28cb7,online gambling
PEDAS-3ccc5e120b20,phishing
PEDAS-f9c318b1c2de,online gambling
PEDAS-c0956d51d516,online gambling
PEDAS-9b51ebb6f233,online gambling
PEDAS-179faad6bd7e,phishing
PEDAS-14caf292c666,online gambling
PEDAS-263a5e4d0ab2,online gambling
PEDAS-9c49632d31f3,online gambling
PEDAS-aae11d60b5a1,online gambling
PEDAS-2c29329cc194,brand
PEDAS-b30e7573fff3,online gambling
PEDAS-5fe2d6e03de3,online gambling
PEDAS-da75007d9f62,online gambling
PEDAS-963c6dfdfd2b,brand
PEDAS-69af507ec3a1,online gambling
PEDAS-3d5b6ff323be,online gambling
PEDAS-90c67e87c860,online gambling
PEDAS-f9ec971127a1,online gambling
PEDAS-2427238b8b3c,phishing
PEDAS-810ceaa29acc,malware
PEDAS-28c136f23d84,online gambling
PEDAS-29151a6c3aa5,phishing
PEDAS-5a10ab869553,online gambling
PEDAS-01e171f34fef,online gambling
PEDAS-fcd4969608aa,online gambling
PEDAS-4997dec1eee9,phishing
PEDAS-26314f333276,online gambling
PEDAS-db157de96701,online gambling
PEDAS-1ee607fa5d94,online gambling
PEDAS-ed815239072f,online gambling
PEDAS-8f6e2dec2daa,phishing
PEDAS-3b8f31174c7a,online gambling
PEDAS-707ad57e7b96,phishing
PEDAS-2e87c51c3dd2,phishing
PEDAS-42fa0da9cfc8,phishing
PEDAS-0e504bc66852,online gambling
PEDAS-1fb84f988ae6,brand
PEDAS-2339e9ae5823,online gambling
PEDAS-e9b5a00ac209,phishing
PEDAS-3331a3093d25,phishing
PEDAS-c6fb3857bece,online gambling
